Latitude,Longitude
1.482208,103.65615
1.5639165,103.7350412
1.549699,103.796804
1.559672,103.633513
1.505245,103.873438
1.464299,103.728926
1.57347,104.214017
1.578886,103.722665
1.5283188,103.8145482
2.048044,102.592511
1.461265811,103.7632975
2.037931473,103.3189357
1.4617565,103.7640179
1.74918006,103.9057017
1.4164165,103.6576916
1.428412,103.632393
1.546655897,103.7881732
1.471088,103.762476
1.515153,103.685767
2.047635,102.568394
,
1.49513,103.705764
1.945459,103.152057
1.398809,103.628495
1.47903758,103.3898206
2.4388,103.8334
1.45984,103.768252
2.122322,102.7935147
2.513235656,102.8229405
1.547027,103.716359
2.05477,103.34865
1.566544,103.758494
1.556523938,103.7900358
1.583046194,103.7596642
1.867734,102.950041
,
1.525348,103.786854
1.5868087,103.8171891
1.442142,103.598207
1.4596256,103.5840533
1.516546246,103.6679737
3.064716,101.441962
1.415352,103.653335
2.431717,103.836252
1.481873,103.662865
1.5478845,103.7935817
1.501288,103.777443
1.553658,103.798371
5.642649,100.495034
,
6.149005,100.369347
5.683294,100.494653
5.672511,100.513116
6.100528,100.364034
5.641071116,100.4821933
5.615623,100.472606
,
3.1657103,101.6531723
3.166772,101.652394
3.1471447,101.7221526
3.125961,101.728666
3.126251,101.728402
3.1728028,101.6560029
3.128044035,101.6701682
3.166583896,101.6515129
3.1548153,101.7106996
3.20074,101.61276
3.1338794,101.6847996
3.1000102,101.713035
3.1427983,101.6674161
,
3.1296713,101.6707564
3.1588241,101.717411
3.1628443,101.6560653
3.162584,101.656944
3.1474252,101.7118309
3.06220587,101.6646759
3.1551978,101.6993237
3.118186,101.676817
3.1073792,101.6659579
3.09935,101.73959
3.0999355,101.7390203
3.155059,101.708213
3.1752508,101.7349526
3.146673,101.6615483
3.16342,101.65
3.219069886,101.6712321
3.093042,101.738924
3.0637911,101.6969965
3.1542623,101.7111936
3.1022894,101.6848981
3.157756433,101.713741
3.099471,101.725337
3.151475,101.663855
3.159057,101.7185135
3.1699993,101.7094247
3.164431,101.720344
3.113656,101.726945
3.153563,101.622684
3.174702,101.659574
3.1536674,101.7131965
3.224811,101.730372
3.132387,101.676049
3.116278,101.67414
3.1135471,101.6628453
3.113744,101.6629931
3.134632,101.686385
3.1343519,101.6859478
3.157511181,101.6968982
3.1187,101.6729
3.154912,101.693165
3.1186111,101.6786111
3.0901485,101.6893548
3.209948,101.668798
3.2117228,101.6499008
3.11865,101.67291
3.1505907,101.7601652
3.1597351,101.7194545
3.14926,101.695674
3.127588,101.679062
3.1382768,101.7529654
3.1562105,101.703
3.16734,101.73535
3.1489493,101.695642
3.150222632,101.6963272
3.14287,101.694745
3.1446,101.70293
3.1666431,101.6935757
3.1858835,101.6954291
3.198869,101.737531
3.21957,101.72183
3.20583,101.73173
3.1587687,101.7475801
3.0760017,101.7423352
3.2077721,101.6897341
3.060773,101.709564
3.162111,101.716967
3.210537,101.748277
,
3.153703,101.709079
3.1558891,101.7099116
3.1160061,101.6656244
3.1505848,101.6956659
3.1588212,101.7049162
3.2133114,101.6390626
3.132260146,101.7518008
3.117376,101.677846
3.117402696,101.677846
3.09544,101.700789
,
3.1098379,101.6656176
3.133081,101.687142
3.086194,101.673031
3.1466993,101.6957435
,
3.149175,101.713448
3.1550977,101.7191361
3.205868,101.719749
3.186708,101.635309
3.203926,101.702246
3.161181,101.717076
3.1154258,101.6677846
3.064121,101.649875
3.13161771,101.6842569
3.1489682,101.7218312
3.1704279,101.666192
3.145441169,101.7003518
3.221125,101.641454
3.084150974,101.6613173
3.1715697,101.7216784
3.134211,101.692693
3.18804,101.7341088
3.181622,101.697631
3.1894857,101.6382901
3.208881,101.690008
3.156181,101.6953799
3.1708229,101.6648216
3.1423,101.6956
3.1663873,101.6925705
3.127778,101.724497
3.127078,101.724876
3.1148032,101.7077472
3.212478,101.728862
3.080902,101.733446
3.088317,101.743086
3.146223,101.70782
3.0763807,101.7110353
3.09929,101.735
3.2026673,101.6737084
3.193524,101.6335609
3.118859,101.676093
3.1101103,101.6651461
3.1565085,101.7217779
3.205677,101.716609
3.0950132,101.6741272
3.1850217,101.6235228
3.0747297,101.6591974
3.1440977,101.7221481
3.126903,101.725027
3.1283151,101.723706
3.1673696,101.6466476
3.123606,101.718612
3.199345,101.74256
3.1869578,101.6272812
3.1500138,101.7086975
3.1510218,101.7120072
3.1518233,101.6665041
2.2140801,102.2471274
2.444724,102.206587
2.46223,102.234786
2.248315959,102.2721661
2.190383,102.252457
2.1885585,102.2492493
2.240516184,102.2340523
2.186727,102.258298
2.221756,102.250115
,
2.23797,102.28726
2.39821,102.22163
2.3618,102.2215
2.281672,102.216172
2.700542,101.911708
2.747662,101.764303
,
2.718091,101.919793
2.71875,101.921826
2.824414236,101.7782858
2.817654,101.790774
2.823389,101.894238
2.704073358,101.9868881
2.694738,101.910902
4.4881,101.372517
4.469921,101.375761
4.508408,101.407951
3.4235245,101.7925377
3.4343385,101.7873906
4.6088,101.116
4.67749,101.1228546
4.54608,101.0702045
4.614198,101.118949
4.219851,100.671163
4.8727001,100.7285192
4.328851,101.143569
4.113194027,101.2861943
,
,
,
4.3309,101.0432
5.476207,101.080778
4.569726526,101.1133665
,
4.217826,101.288341
4.615081,101.125218
4.594126107,101.084542
4.564499177,101.0451611
4.004086351,101.0192654
4.3851,101.0752
4.554977342,101.0749371
4.6266809,101.1173775
4.3353572,101.1538988
5.3203009,100.4779465
5.4160528,100.3815011
5.435351,100.310813
5.34211758,100.4328718
5.4135206,100.3296345
5.314612593,100.2842662
5.388887,100.282235
5.427404,100.320524
5.39797433,100.3304965
5.413023,100.338946
5.329011,100.278877
5.218707,100.49787
5.325615,100.286172
,
,
5.365517712,100.4275135
5.463244,100.303405
5.4589372,100.3087485
,
5.3782648,100.3141407
5.353047,100.302004
,
2.939061,101.713345
1.5277742,110.3372789
1.5358535,110.3580636
3.1464429,101.61712
3.1507602,101.6154028
3.1507602,101.6154028
3.1507602,101.6154028
3.151426362,101.615069
3.111352,101.631979
3.3166566,101.5364743
2.994566,101.444148
3.033169,101.765066
3.0765271,101.5479076
3.06835,101.553809
2.939968,101.710614
3.104671,101.646638
,
3.095408,101.480739
3.127175,101.616584
2.995601,101.598954
,
3.026398,101.751897
3.243498466,101.6691709
3.0541311,101.7883303
3.0475348,101.6214482
3.016001,101.61301
2.885419,101.79056
3.039605,101.793218
2.900615,101.7919972
2.9328002,101.7654663
3.141007,101.611079
3.065109,101.481588
3.052845,101.462752
3.146668322,101.5766654
3.058457,101.592361
3.0351781,101.7661684
3.1500825,101.5935789
3.163124,101.512496
2.9225023,101.6509366
,
2.983026,101.667383
3.16665,101.611928
3.081712,101.583019
3.110669,101.5867705
3.21792,101.644077
3.000726,101.53376
2.743258131,101.685228
3.235426,101.694167
3.050333,101.646127
3.1561288,101.5967674
2.9909486,101.4509394
,
3.116208,101.577039
2.970839458,101.8273009
3.150602,101.582329
2.9703556,101.7133055
2.9703556,101.7133055
3.045361,101.618449
3.0456191,101.6182253
2.9655122,101.7206328
3.087052,101.442409
3.0339899,101.7644004
3.118731,101.635416
,
,
3.071698,101.622643
2.975755,101.576648
,
3.061309215,101.5417504
3.1299483,101.5952683
3.035806,101.773031
3.081866124,101.6127006
3.023161,101.572087
3.1083974,101.586514
3.017111,101.612855
3.050521,101.644209
3.112256,101.591255
2.999827,101.596689
3.03336,101.61607
3.076,101.585974
3.1107989,101.6127874
3.1040405,101.6453124
3.104563,101.623132
3.2310537,101.7242156
,
3.154833,101.595854
2.924355,101.637115
3.0999689,101.642759
3.075363,101.550124
2.779259,101.676584
3.1148184,101.574914
3.021866,101.579844
3.04363,101.706049
2.9158549,101.6398781
3.1105107,101.5856208
3.105249,101.59551
2.986427,101.780868
2.641372054,101.7147836
3.127714,101.64337
3.110256,101.63728
3.1112552,101.638982
3.101612,101.639865
3.0726521,101.6101883
3.068552,101.60302
3.158104,101.604941
3.07237,101.522373
2.9316712,101.7649804
3.084675,101.523198
2.908856,101.61012
2.908888,101.610045
3.330292,101.558172
3.237512,101.700384
3.1660835,101.611798
3.18776098,101.5874658
2.7423068,101.6806928
3.198145,101.597501
3.198145,101.597501
2.90303,101.764336
2.97215,101.789387
3.0886055,101.5454332
3.105689,101.469088
3.148924,101.544598
3.251804521,101.6677077
3.108257,101.460918
3.1090222,101.4602433
3.031179,101.616601
3.12878,101.63488
2.9234714,101.6612916
3.029998,101.757924
3.027209,101.750673
3.1328029,101.5543995
3.043228,101.62018
3.088499,101.548186
3.040323,101.445577
3.135386,101.621435
3.074084772,101.5895066
3.075297264,101.5877458
3.242876,101.6779883
3.134610985,101.627104
3.13539972,101.6214343
3.0730941,101.5233463
3.078594743,101.5936096
3.672414337,100.9857067
3.07270854,101.6077778
3.072776,101.605868
3.120439662,101.598834
3.097728,101.539082
3.063838,101.61586
3.202735,101.487503
2.920270088,101.6367866
3.047241,101.504143
3.11881,101.57627
3.006283957,101.4399069
3.159864372,101.6128727
,
3.302869,101.5978486
3.071783,101.5387217
3.1070029,101.4446807
3.157746573,101.6114659
3.1577361,101.6114672
3.025985479,101.5814917
3.070083104,101.6100709
2.937059,101.661869
2.945071,101.87453
3.211355499,101.5856982
3.111487,101.460639
3.136231173,101.5950335
3.130799,101.627043
2.93062901752,101.637599
3.078208975,101.5531099
3.057273742,101.5949622
3.091165069,101.5598028
3.151481356,101.6032256
3.071149063,101.5245222
2.834112061,101.7065538
3.074002884,101.762804
3.161873066,101.5728017
3.119489381,101.745735
3.084776355,101.6950783
3.199008979,101.5778562
3.217008544,101.7391595
3.199313742,101.7136743
3.157730413,101.6498605
3.160186939,101.7167362