familymart,convenience_store,FAMILYMART @Bandar Baru Nilai,"G-03a, Ground Floor, Mesamall, Persiaran Ilmu, Bandar Baru Nilai, 71800 Nilai, Negeri Sembilan",2.824085,101.777395,Bandar Baru Nilai,"['Oc Original Classic', 'SSF', 'The Nom @MesaMall Nilai']"
familymart,convenience_store,FAMILYMART @Pusat Komersial Rasah Prima,"No.12-G, Jalan Rasah Prima 1, Pusat Komersial Rasah Prima, 70300 Seremban, Negeri Sembilan",2.689011,101.934284,Pusat Komersial Rasah Prima,"['Kedai Kopi Tak Sama', '不一样咖啡店', 'Family Mart']"
familymart,convenience_store,FAMILYMART @Seremban - Bukit Nenas Highway,"Lot No 10 (A), Ground Floor, Gateway Off, Seremban - Bukit Nenas Highway, 70200 Seremban, Negeri Sembilan",2.717097,101.919439,Seremban - Bukit Nenas Highway,"['Nippon Sushi', 'Sushi Tsen', 'The Coffee Bean & Tea Leaf']"
familymart,convenience_store,FAMILYMART @Betaria Business Centre,"G-14, Ground Floor, Centerpoint Seremban, 33, Jalan Dato Siamang Gagap, Betaria Business Centre, 70100 Seremban, Negeri Sembilan",2.722232,101.955536,Betaria Business Centre,"['Pizza Hut Seremban CenterPoint', 'Centerpoint Seremban', 'The Store']"
familymart,convenience_store,FAMILYMART @Teluk Kemang,"No. 18-G, Block B, Jalan PDS 1, PD Sunggala Gateway, Teluk Kemang, 71050 Port Dickson, Negeri Sembilan",2.47499,101.856828,Teluk Kemang,"['Marina Bay', 'Pirate Coffee @ Arissa Ariana Vendeur Boutique Batu 6', 'Kedai Rakyat 1 Malaysia Port Dickson']"
familymart,convenience_store,FAMILYMART @Pusat Perniagaan Impian,"No. 7, Ground Floor, Jalan Pusat Perniagaan Impian 1, Pusat Perniagaan Impian, 71009 Port Dickson, Negeri Sembilan",2.525906,101.808594,Pusat Perniagaan Impian,"['Family Mart', 'Klinik Ang', '7-Eleven']"
familymart,convenience_store,FAMILYMART @Seremban 2,"PT9770, Persiaran Rasah Kemayan 1, Seremban 2, 70300 Seremban, Negeri Sembilan",2.691357,101.893868,Seremban 2,"['Family Mart Rasah Kemayan', 'Rasah Kemayan 1388 Guard House', 'Petron']"
familymart,convenience_store,FAMILYMART @Jalan Melang,"PT 3173, Taman Melang ////Shoplot, Jalan Melang, 72000 Kuala Pilah, Negeri Sembilan",2.736025,102.227068,Jalan Melang,"['Kodai Lobam', 'Spita Pilah', 'Stesyen Minyak Petron Jln Melang']"
familymart,convenience_store,FAMILYMART @Pekan Gemas,"PT 4617 Bawah, Jalan Pekan Gemas, Pekan Gemas, 73400 Gemas, Negeri Sembilan",2.580537,102.611722,Pekan Gemas,"['Columbia Tailoring Co.', 'KFC Gemas', 'Pejabat Pos Malaysia Berhad']"
familymart,convenience_store,FAMILYMART @Pusat Perniagaan Kiara,"No. 1, Jalan Kiara 1, Pusat Perniagaan Kiara, 72100 Bahau, Negeri Sembilan",2.810124,102.396609,Pusat Perniagaan Kiara,"['Restoran Cmz Tom Yam Seafood', 'CMZ Tomyam', 'Upwell Bahau']"
familymart,convenience_store,FAMILYMART @Taman Komersial Senawang,"No.160-G, Jalan Taman Komersial Senawang 1, Taman Komersial Senawang, 70450 Seremban, Negeri Sembilan",2.7045264486832847,101.98666479739043,Taman Komersial Senawang,"['Perodua Sales Senawang', '7 Eleven', 'TM Point Senawang']"
familymart,convenience_store,FAMILYMART @Timur@Enstek,"No. 26, Jalan Timur 6 / 1A, Timur@Enstek, 71760 Bandar Enstek, Negeri Sembilan",2.7479109980047656,101.76433026838187,Timur@Enstek,"['Sri Enstek Hotel', 'Wayan Balinese Spa', 'Senze Studio']"
familymart,convenience_store,FAMILYMART @Seremban 2,"No. 348, Jalan S2 B8 Uptown Avenue, Seremban 2, Seremban, Negeri Sembilan",2.6934572590159926,101.91198682551082,Seremban 2,"['Hotel S2', 'The Kitchen', 'Kolej Teknologi Alpha']"
familymart,convenience_store,FAMILYMART @Putra Nilai,"Ground Floor, PT 12167, Jalan BBN 1/1F, Putra Nilai, 71800 Nilai, Negeri Sembilan",2.8141268615472605,101.79726799741277,Putra Nilai,"['Mudah Enterprise', 'Perabot Gembira', 'Vaporlink Specialist']"
familymart,convenience_store,FAMILYMART @Persiaran Sri Pulai 2,"Caltex Temiang, Provisional Lot No. 3, Lot No. 40766, Persiaran Sri Pulai 2, 70400 Seremban, Negeri Sembilan",2.7480369540501637,101.94312097033695,Persiaran Sri Pulai 2,"['Gedabucks Kontena', 'Gedabucks Foodstation', 'Bubble Lab Sri Pulai']"
familymart,convenience_store,FAMILYMART @S2 Heights,"PT 27159, Jalan Rimbun Indah 2, S2 Heights, 70300 Seremban, Negeri Sembilan",2.7116840828532855,101.88898510473797,S2 Heights,"['Old Skool Warung', 'Parti Pribumi Bersatu Malaysia Rasah', 'Hill Park S2 Heights']"
familymart,convenience_store,FAMILYMART @Taman Lukut Hartamas,"No. 23 (G), Jalan Hartamas 1, Taman Lukut Hartamas, 71010 Port Dickson, Negeri Sembilan",2.568551894584986,101.82927829736175,Taman Lukut Hartamas,"['Indra Spices Flour Mill', 'Gavino Furniture', 'Sai Kumarans Curry House']"
familymart,convenience_store,FAMILYMART @Kampung Sikamat Lama,"No. 9 (Ground Floor), Jalan Seri Pandan 1 Taman Seri Pandan, Kampung Sikamat Lama, 70400 Seremban, Negeri Sembilan",2.7508264503290794,101.97516770653513,Kampung Sikamat Lama,"['Dewan Perdana KRS', 'Surau Vila Suria', 'Surau Al-Hidayah']"
familymart,convenience_store,FAMILYMART @Pusat Komersial Locak,"No. 13 (GF), Jalan PKL 2, Pusat Komersial Locak, 70200 Seremban, Negeri Sembilan",2.72754943416346,101.92527731249334,Pusat Komersial Locak,"['Forever Living', '百酌點心 Pak Chok Dim Sum Restaurant', 'Mother Dung Restaurant']"
familymart,convenience_store,FAMILYMART @Taman Paroi Jaya,"406, Persiaran Rajawali, Taman Paroi Jaya, 70400 Seremban, Negeri Sembilan",2.730578080581036,101.98529979621976,Taman Paroi Jaya,"['Azhaar Maju', ""Thanks God It's Mek"", 'AWE Yong Tau Foo']"
familymart,convenience_store,FAMILYMART @Rembau Sentral,"No. 9-G (Ground Floor), Jalan RS 1, Rembau Sentral, 71309 Pekan Rembau, Negeri Sembilan",2.5883077619954986,102.09888038854157,Rembau Sentral,"['99 Speedmart', '7 Eleven', 'Secret Recipe']"
familymart,convenience_store,FAMILYMART @Bandar Sri Sendayan,"No. 21, Ground Floor Persiaran Metro Park, Bandar Sri Sendayan, 71950, Negeri Sembilan",2.6869289038561757,101.84770870219435,Bandar Sri Sendayan,"['Klinik Mediviron Metropark Sendayan', 'Restoran Idaman Villa', 'Secret Recipe']"
